userid,version,sum_gamerounds,retention_1,retention_7
2427675,gate_40,95,1,1
2427768,gate_30,214,1,0
2428382,gate_30,151,1,0
2429147,gate_40,186,1,1
2429195,gate_30,30,1,1
2429746,gate_40,96,0,1
2429845,gate_40,55,1,1
2429875,gate_40,39,1,1
2429953,gate_40,44,0,0
2430968,gate_40,38,1,0
2431157,gate_30,141,1,1
2431387,gate_30,98,1,0
2431695,gate_30,58,1,1
2431911,gate_30,33,1,0
2432241,gate_40,389,1,1
2432564,gate_40,672,1,1
2433303,gate_30,50,1,0
2433398,gate_30,32,0,0
2433453,gate_40,63,0,0
2433802,gate_30,39,0,0
2434040,gate_40,121,1,0
2434057,gate_40,35,1,0
2434485,gate_40,50,1,0
2435008,gate_30,33,1,0
2435029,gate_40,260,1,1
2435247,gate_40,540,1,1
2435304,gate_30,167,1,1
2435782,gate_40,79,0,0
2435950,gate_40,271,1,1
2436222,gate_30,71,0,1
2436336,gate_40,30,1,0
2436450,gate_30,599,1,1
2436480,gate_40,109,1,0
2436786,gate_30,65,1,1
2436911,gate_40,38,1,0
2437613,gate_30,38,1,0
2438438,gate_40,113,1,1
2438562,gate_40,50,0,0
2439236,gate_30,45,1,0
2439814,gate_30,36,1,1
2439910,gate_40,158,1,1
2440717,gate_30,157,0,1
2440769,gate_40,46,1,0
2440828,gate_30,151,0,0
2440982,gate_30,129,1,0
2441221,gate_30,42,1,0
2441245,gate_40,221,1,1
2441819,gate_40,51,0,1
2441906,gate_30,39,0,0
2442193,gate_40,73,1,1
2442257,gate_30,33,0,0
2442575,gate_40,126,1,1
2443521,gate_30,51,1,0
2443899,gate_30,30,0,0
2444426,gate_40,123,1,0
2444692,gate_40,43,1,0
2445510,gate_30,483,1,1
2445534,gate_30,435,1,1
2445543,gate_40,56,1,1
2445621,gate_30,69,1,0
2446287,gate_40,222,0,0
2446399,gate_30,145,1,1
2446510,gate_30,55,1,1
2446657,gate_30,47,1,0
2446779,gate_30,138,1,0
2447622,gate_30,159,1,0
2448051,gate_40,156,0,0
2449324,gate_30,69,1,1
2449601,gate_30,39,0,0
2450090,gate_30,36,1,0
2450320,gate_30,64,0,0
2450573,gate_30,87,1,0
2450923,gate_40,30,0,1
2451231,gate_30,96,1,0
2451698,gate_40,184,1,0
2451768,gate_40,45,1,0
2452014,gate_40,38,1,0
2452272,gate_40,183,1,1
2452379,gate_30,30,0,0
2452902,gate_30,31,1,0
2453315,gate_40,67,1,1
2453456,gate_30,40,1,0
2453842,gate_40,45,1,1
2454018,gate_40,143,1,1
2454494,gate_40,722,1,1
2454665,gate_40,53,1,0
2454759,gate_40,191,1,1
2454875,gate_40,40,0,0
2455144,gate_30,35,1,0
2455235,gate_40,32,1,0
2455434,gate_40,53,1,1
2456019,gate_40,116,1,1
2456494,gate_30,343,1,0
2456792,gate_40,35,0,0
2456819,gate_30,91,1,1
2456913,gate_40,36,1,0
2456932,gate_40,46,0,0
2457217,gate_30,47,1,0
2457360,gate_30,47,0,0
2457830,gate_30,36,0,1
2459962,gate_40,59,1,1
2460239,gate_40,219,1,1
2461609,gate_40,33,1,0
2462060,gate_30,96,0,0
2462425,gate_30,34,1,1
2463098,gate_40,104,1,1
2463298,gate_40,64,1,0
2463420,gate_40,50,0,0
2464077,gate_30,98,1,1
2464691,gate_30,61,1,0
2464781,gate_30,115,1,1
2464814,gate_30,112,1,1
2465803,gate_30,30,1,0
2465919,gate_30,60,1,0
2466075,gate_40,146,1,0
2466205,gate_30,106,1,0
2466309,gate_30,46,0,1
2466351,gate_40,61,1,1
2467086,gate_40,52,1,1
2467159,gate_30,48,1,0
2467265,gate_30,52,0,0
2467308,gate_40,66,0,1
2467672,gate_40,73,1,0
2467813,gate_40,148,1,0
2467890,gate_40,36,1,0
2468021,gate_30,41,1,0
2468306,gate_40,125,1,1
2468387,gate_40,63,1,0
2468551,gate_40,150,1,1
2470334,gate_30,142,1,0
2470338,gate_30,62,1,0
2470374,gate_40,379,1,1
2470426,gate_40,54,0,0
2470441,gate_30,192,1,1
2470687,gate_40,33,1,0
2470689,gate_30,74,1,0
2470917,gate_30,39,1,0
2471595,gate_40,60,1,0
2471690,gate_40,39,1,0
2472031,gate_40,119,1,0
2472399,gate_40,80,1,0
2472584,gate_40,101,1,1
2472693,gate_40,56,1,0
2473051,gate_40,132,1,1
2473744,gate_40,30,1,0
2474341,gate_30,158,1,1
2474445,gate_30,213,1,1
2475010,gate_30,377,1,1
2475247,gate_40,226,0,0
2475723,gate_30,532,1,1
2475759,gate_40,69,1,0
2476142,gate_40,293,1,1
2476526,gate_30,58,1,0
2476640,gate_40,126,0,0
2477104,gate_40,33,1,0
2477413,gate_30,34,1,0
2477575,gate_40,37,1,0
2478008,gate_30,107,1,1
2478204,gate_30,62,0,1
2478562,gate_40,94,1,0
2479125,gate_40,271,1,1
2479419,gate_30,31,1,0
2479610,gate_40,54,0,0
2479801,gate_40,163,1,1
2479958,gate_30,128,1,1
2480393,gate_30,70,0,0
2480535,gate_30,55,1,0
2480797,gate_30,39,1,0
2480890,gate_30,77,1,0
2482474,gate_40,70,0,0
2482648,gate_40,43,1,0
2483271,gate_40,31,0,0
2483501,gate_30,114,1,1
2483690,gate_40,36,1,1
2483774,gate_30,52,1,1
2483948,gate_40,78,1,1
2484099,gate_40,147,1,1
2484457,gate_30,216,1,1
2484735,gate_40,30,1,0
2484885,gate_30,40,1,0
2484992,gate_30,76,1,0
2485113,gate_40,102,1,0
2485121,gate_40,130,1,1
2485151,gate_40,104,0,1
2485929,gate_30,99,1,0
2486076,gate_30,34,1,0
2486559,gate_40,33,0,0
2486926,gate_30,33,1,0
2486992,gate_40,712,1,1
2487519,gate_30,116,1,1
2487622,gate_40,68,0,0
2488169,gate_40,337,1,1
2488623,gate_40,36,0,0
2488763,gate_40,425,1,1
2489538,gate_30,56,1,1
2489587,gate_40,33,1,0
2489869,gate_40,74,1,0
2489995,gate_40,128,1,0
2490735,gate_40,49,1,1
2490847,gate_40,87,1,0
2491064,gate_30,196,1,0
2491792,gate_30,31,0,0
2491795,gate_40,114,1,0
2491985,gate_40,63,1,0
2492585,gate_40,42,1,0
2493172,gate_30,47,0,0
2493327,gate_30,203,1,1
2493949,gate_40,118,1,1
2494362,gate_40,116,1,0
2494853,gate_30,215,1,1
2495587,gate_30,32,1,0
2495748,gate_30,109,1,0
2496368,gate_40,167,1,1
2496389,gate_30,153,1,1
2496830,gate_40,214,1,1
2497274,gate_40,166,1,1
2497323,gate_40,290,1,1
2497512,gate_40,116,1,1
2497827,gate_30,31,1,0
2497930,gate_30,203,1,1
2498138,gate_40,61,1,1
2498167,gate_40,34,1,1
2498338,gate_30,51,1,0
2498465,gate_40,33,1,1
2498602,gate_30,69,0,0
2499056,gate_30,33,1,0
2499178,gate_40,238,0,0
2499229,gate_30,61,1,0
2499420,gate_40,30,1,0
2499484,gate_30,39,1,0
2499582,gate_30,206,1,1
2499723,gate_40,44,1,1
2499771,gate_40,82,1,1
2499775,gate_30,58,0,1
2500235,gate_40,114,1,1
2500867,gate_40,228,1,1
2501142,gate_40,92,1,0
2501157,gate_30,36,1,0
2501167,gate_40,363,0,1
2501319,gate_30,607,1,1
2501583,gate_40,44,1,0
2501668,gate_40,98,1,0
2501806,gate_30,56,1,1
2502590,gate_30,46,1,0
2502828,gate_30,42,0,0
2503103,gate_40,52,1,0
2503147,gate_40,78,1,1
2503512,gate_30,41,1,1
2503755,gate_30,39,0,0
2503905,gate_30,59,1,0
2504050,gate_40,50,0,1
2504153,gate_40,203,1,0
2504186,gate_40,111,1,1
2504270,gate_30,88,1,1
2504332,gate_40,201,1,1
2504485,gate_30,62,1,1
2504779,gate_40,36,1,0
2504955,gate_30,54,1,0
2505019,gate_40,392,0,1
2505518,gate_40,65,1,0
2505526,gate_40,40,1,0
2505555,gate_30,51,1,1
2506462,gate_40,37,1,0
2506889,gate_30,92,1,1
2507070,gate_40,37,1,0
2507120,gate_40,601,1,1
2507630,gate_40,467,1,1
2507794,gate_40,63,1,0
2507999,gate_40,56,0,0
2508372,gate_30,307,0,1
2509018,gate_30,30,1,0
2510226,gate_40,74,1,1
2510444,gate_40,113,1,0
2510499,gate_40,30,1,0
2511259,gate_40,150,0,1
2511333,gate_30,35,0,0
2511497,gate_40,59,1,0
2511899,gate_30,95,1,0
2512155,gate_40,269,1,0
2512358,gate_40,121,1,0
2512361,gate_30,80,1,1
2512410,gate_40,97,1,1
2512535,gate_30,42,1,0
2512708,gate_40,85,1,0
2513483,gate_30,64,1,1
2513650,gate_30,84,1,1
2513753,gate_40,116,0,1
2514475,gate_30,55,1,1
2514528,gate_30,254,1,1
2514750,gate_40,45,0,0
2515221,gate_40,1013,1,1
2515564,gate_40,69,1,1
2516069,gate_30,222,1,0
2516490,gate_30,41,1,0
2517171,gate_40,90,1,1
2517585,gate_40,700,1,1
2517935,gate_40,84,1,0
2518219,gate_30,54,1,0
2518265,gate_30,138,1,0
2518442,gate_40,216,1,1
2518569,gate_40,67,1,1
2519023,gate_30,47,0,1
2520111,gate_40,140,1,0
2520218,gate_30,176,1,1
2520278,gate_40,54,0,0
2520757,gate_30,48,1,0
2521309,gate_30,786,1,1
2521310,gate_40,299,1,0
2521322,gate_40,48,1,0
2521370,gate_40,42,0,0
2521412,gate_30,260,1,1
2521616,gate_30,96,1,0
2521836,gate_30,40,1,1
2522321,gate_30,77,1,0
2522765,gate_40,163,1,1
2522767,gate_40,166,1,1
2522894,gate_40,60,1,0
2522899,gate_30,120,1,0
2523241,gate_40,278,1,1
2523288,gate_40,46,1,1
2523309,gate_30,72,1,1
2523315,gate_40,87,1,0
2523543,gate_30,75,1,1
2524034,gate_30,49,1,1
2524137,gate_40,31,1,0
2524377,gate_40,655,1,1
2524611,gate_40,32,1,0
2524926,gate_30,43,1,0
2525368,gate_40,31,0,1
2525429,gate_30,33,1,0
2525480,gate_30,54,1,0
2525663,gate_40,51,1,0
2525682,gate_30,441,1,1
2526117,gate_40,538,1,1
2526170,gate_40,139,1,1
2526249,gate_30,33,0,0
2526446,gate_40,181,1,1
2526962,gate_30,52,0,0
2527019,gate_40,39,1,0
2527221,gate_30,236,1,0
2527644,gate_30,126,1,1
2528139,gate_40,50,1,0
2528342,gate_40,52,1,0
2528409,gate_40,58,1,0
2528748,gate_40,121,1,1
2528875,gate_40,116,1,1
2529255,gate_40,44,1,0
2529935,gate_30,577,1,1
2530257,gate_30,51,1,0
2531156,gate_40,33,1,0
2531415,gate_30,799,1,1
2531658,gate_30,44,1,0
2531927,gate_30,96,1,1
2532031,gate_30,277,1,1
2532108,gate_40,47,1,0
2532182,gate_30,35,0,0
2532876,gate_30,67,1,0
2533252,gate_40,60,1,0
2533378,gate_40,32,1,0
2533407,gate_30,37,1,1
2533434,gate_30,143,1,0
2533572,gate_30,117,1,1
2533715,gate_40,81,1,1
2533988,gate_30,545,1,1
2534201,gate_30,45,1,0
2534305,gate_40,67,0,1
2535502,gate_40,257,1,1
2535836,gate_40,154,1,1
2536635,gate_30,70,1,0
2537014,gate_40,72,1,0
2538014,gate_30,108,1,1
2538027,gate_30,37,0,0
2538978,gate_40,594,1,1
2539357,gate_40,45,1,1
2539416,gate_40,89,1,0
2539460,gate_40,489,0,1
2539669,gate_40,35,0,0
2539900,gate_40,86,1,0
2540113,gate_40,97,1,1
2540609,gate_40,170,1,1
2540704,gate_30,70,1,1
2540713,gate_30,115,0,0
2541534,gate_40,243,1,1
2541612,gate_30,86,1,0
2541813,gate_30,386,1,1
2542167,gate_40,49,0,0
2542285,gate_40,170,0,1
2542310,gate_40,55,1,0
2542333,gate_30,37,0,0
2543151,gate_30,62,1,0
2543394,gate_30,80,1,0
2544329,gate_40,68,0,0
2544379,gate_30,57,1,0
2544728,gate_30,48,1,0
2544823,gate_30,35,1,0
2544862,gate_30,39,0,0
2545958,gate_40,97,0,1
2546046,gate_30,290,1,1
2546168,gate_30,59,1,0
2546255,gate_30,58,1,1
2546284,gate_30,146,1,1
2546595,gate_40,275,1,1
2546851,gate_30,66,1,0
2547125,gate_30,33,0,0
2547747,gate_30,185,1,1
2548117,gate_40,32,1,0
2548383,gate_40,31,0,1
2548615,gate_30,81,1,0
2548849,gate_40,165,1,0
2549167,gate_40,69,1,1
2549408,gate_30,159,1,1
2549609,gate_40,96,1,0
2550430,gate_40,68,0,1
2550499,gate_40,65,1,0
2550559,gate_30,40,1,0
2550692,gate_40,32,1,0
2550728,gate_40,204,1,0
2550906,gate_30,64,1,1
2551887,gate_40,109,1,0
2552750,gate_30,42,1,1
2552880,gate_30,87,1,0
2552950,gate_40,90,1,1
2553025,gate_40,875,1,1
2553580,gate_40,30,1,0
2553747,gate_40,30,1,0
2553816,gate_30,271,1,1
2553887,gate_30,47,0,0
2554127,gate_30,68,0,0
2554700,gate_40,57,1,0
2554754,gate_30,42,0,0
2554905,gate_30,117,1,1
2555444,gate_30,202,1,1
2555475,gate_40,46,1,0
2556128,gate_40,49,0,0
2556353,gate_40,116,1,0
2556758,gate_30,159,1,1
2556838,gate_40,163,1,1
2557785,gate_30,68,1,0
2557892,gate_30,38,1,0
2557966,gate_40,43,1,1
2558012,gate_30,35,1,0
2558192,gate_30,51,1,1
2558340,gate_30,37,1,1
2558704,gate_30,99,1,1
2559122,gate_40,62,1,1
2559168,gate_30,81,0,0
2559453,gate_40,43,0,0
2559912,gate_40,110,1,1
2560394,gate_40,43,1,0
2560575,gate_40,287,1,1
2560789,gate_40,34,1,0
2560809,gate_40,33,0,1
2561044,gate_40,47,1,0
2561787,gate_30,67,1,1
2562364,gate_30,37,0,0
2562507,gate_30,149,1,1
2562508,gate_40,171,1,1
2563150,gate_30,157,1,0
2563451,gate_30,45,1,0
2563495,gate_40,128,0,1
2563735,gate_30,37,1,0
2564072,gate_40,108,1,0
2564521,gate_30,183,1,1
2565256,gate_40,51,1,0
2566071,gate_30,286,1,1
2566372,gate_40,219,1,1
2566914,gate_40,31,1,0
2567004,gate_30,336,1,1
2568105,gate_40,819,1,1
2568234,gate_30,245,1,0
2568728,gate_40,39,1,0
2569001,gate_40,31,1,0
2569027,gate_30,47,1,0
2569561,gate_40,35,0,0
2570854,gate_40,48,0,1
2571542,gate_40,182,1,1
2571705,gate_40,93,1,0
2571855,gate_30,252,1,1
2571942,gate_40,720,1,1
2572712,gate_40,97,1,0
2572926,gate_30,52,1,0
2574005,gate_30,1159,1,1
2574054,gate_40,31,1,0
2574262,gate_30,124,1,1
2574927,gate_30,68,0,0
2575051,gate_40,59,1,0
2575471,gate_30,69,1,1
2575492,gate_30,61,1,0
2575513,gate_30,84,1,0
2576363,gate_30,129,1,1
2576513,gate_40,31,1,0
2577120,gate_30,62,1,1
2577252,gate_30,49,1,0
2577384,gate_30,102,1,0
2577777,gate_30,39,1,0
2577857,gate_30,36,1,1
2577997,gate_30,48,1,1
2578174,gate_30,199,1,1
2578553,gate_40,32,1,0
2578555,gate_40,45,1,1
2578870,gate_40,59,0,1
2578915,gate_30,82,0,1
2579119,gate_30,42,0,1
2579169,gate_30,153,1,1
2579261,gate_30,99,1,1
2579458,gate_40,104,1,1
2580072,gate_30,231,1,1
2580434,gate_40,55,0,0
2580799,gate_40,124,1,1
2580999,gate_30,51,0,0
2581184,gate_40,54,1,0
2581857,gate_30,377,1,1
2582095,gate_40,342,1,1
2582256,gate_40,88,1,0
2582729,gate_30,79,0,0
2583039,gate_30,49,1,0
2583363,gate_30,30,1,0
2583646,gate_30,96,1,1
2583707,gate_30,141,1,1
2584380,gate_40,107,1,1
2584724,gate_30,65,0,0
2584933,gate_30,34,1,0
2585813,gate_30,32,1,0
2586045,gate_30,90,1,0
2586987,gate_40,90,1,0
2587076,gate_30,33,0,0
2587161,gate_30,45,1,1
2587508,gate_30,35,1,0
2588303,gate_40,128,1,1
2588380,gate_30,39,0,0
2588695,gate_30,42,1,1
2588764,gate_30,316,1,1
2588782,gate_40,455,1,0
2589347,gate_40,256,1,1
2589365,gate_40,58,1,0
2589485,gate_30,48,0,1
2590146,gate_30,37,1,0
2590353,gate_30,47,1,0
2590407,gate_30,32,1,1
2590758,gate_40,65,1,0
2591863,gate_40,54,1,0
2592135,gate_40,188,1,1
2592309,gate_40,149,1,1
2592559,gate_30,63,1,0
2592586,gate_40,30,1,0
2592782,gate_40,44,1,1
2592816,gate_30,395,1,1
2593463,gate_40,36,1,0
2593888,gate_40,33,1,0
2594923,gate_40,500,1,1
2594961,gate_30,32,1,1
2595334,gate_30,35,1,0
2595361,gate_30,150,1,0
2595381,gate_40,76,1,0
2595464,gate_30,49,0,0
2595559,gate_40,39,1,1
2595626,gate_30,68,1,0
2596554,gate_30,97,1,0
2596615,gate_40,57,1,1
2596705,gate_40,43,1,0
2596738,gate_30,131,1,1
2597300,gate_30,55,1,0
2597533,gate_40,50,1,1
2597968,gate_40,33,0,0
2598063,gate_40,31,1,0
2598091,gate_40,30,1,0
2598653,gate_30,202,1,0
2599094,gate_40,424,1,1
2599121,gate_30,70,1,0
2599453,gate_40,32,0,1
2600459,gate_40,40,0,0
2600726,gate_40,117,1,0
2600757,gate_40,37,0,0
2600806,gate_40,39,1,0
2601342,gate_40,86,1,0
2601474,gate_40,41,1,0
2601492,gate_30,62,1,1
2602106,gate_40,56,1,0
2602291,gate_40,290,1,1
2603699,gate_40,96,0,0
2603700,gate_40,35,1,0
2603739,gate_40,38,1,0
2604655,gate_40,226,0,0
2604892,gate_30,112,1,0
2605113,gate_30,78,0,0
2605135,gate_30,72,1,0
2606818,gate_40,173,0,0
2607287,gate_30,50,1,0
2607534,gate_30,109,1,1
2608199,gate_40,57,1,0
2608346,gate_30,261,1,1
2608363,gate_30,216,1,1
2608980,gate_30,66,1,0
2609021,gate_30,221,1,1
2609595,gate_30,36,0,0
2609901,gate_40,40,1,0
2610056,gate_30,172,1,1
2610768,gate_40,280,0,1
2610811,gate_40,129,1,0
2610855,gate_30,32,0,0
2610918,gate_40,78,1,0
2611351,gate_40,106,1,1
2611392,gate_30,134,1,0
2611404,gate_40,297,1,1
2611689,gate_30,72,0,0
2611792,gate_30,485,1,1
2612014,gate_40,46,0,1
2612165,gate_40,160,1,1
2612670,gate_40,82,1,0
2612799,gate_40,96,1,0
2612848,gate_30,39,1,0
2612869,gate_40,85,1,0
2613093,gate_40,95,1,0
2613145,gate_30,42,1,0
2613158,gate_40,121,1,1
2613386,gate_30,108,1,0
2613846,gate_30,65,1,0
2614367,gate_40,78,1,1
2614477,gate_30,50,1,0
2614729,gate_40,49,0,0
2615360,gate_30,32,0,0
2615840,gate_30,494,1,1
2616082,gate_40,56,1,0
2616152,gate_30,603,1,1
2616332,gate_40,63,1,1
2616535,gate_30,50,1,0
2616753,gate_30,43,1,0
2617191,gate_30,69,1,0
2617299,gate_40,82,0,1
2617976,gate_30,154,1,1
2618086,gate_30,569,1,1
2619369,gate_40,119,1,0
2620052,gate_30,928,1,1
2620545,gate_30,174,1,1
2621247,gate_30,49,1,0
2621550,gate_40,74,0,0
2621741,gate_30,50,1,0
2621949,gate_40,264,1,1
2622017,gate_40,228,1,1
2622360,gate_30,30,0,0
2622400,gate_30,193,1,1
2622576,gate_30,149,1,1
2622610,gate_40,81,1,0
2622747,gate_40,37,0,0
2622793,gate_40,58,1,1
2623466,gate_40,51,1,0
2623515,gate_30,36,1,0
2623701,gate_30,80,1,0
2623889,gate_40,72,1,0
2624054,gate_30,58,1,0
2624131,gate_30,281,1,0
2624566,gate_30,89,1,1
2624596,gate_30,70,1,1
2624632,gate_30,44,1,0
2624932,gate_30,53,0,1
2625199,gate_40,101,1,0
2625524,gate_40,1079,1,1
2626200,gate_30,72,1,0
2626952,gate_30,74,1,0
2627753,gate_40,41,0,0
2627851,gate_40,238,1,1
2628215,gate_40,36,0,0
2628590,gate_30,245,1,0
2628952,gate_40,82,0,0
2629292,gate_30,69,1,0
2629298,gate_40,57,1,1
2629454,gate_40,37,0,0
2629496,gate_40,68,1,0
2629565,gate_40,117,0,1
2630143,gate_30,73,0,0
2630397,gate_30,39,1,0
2630613,gate_40,125,1,1
2631858,gate_30,36,1,1
2632330,gate_30,66,1,0
2632666,gate_30,42,1,0
2632889,gate_30,256,1,0
2633263,gate_40,391,1,1
2633975,gate_30,57,1,0
2633988,gate_40,156,1,1
2634131,gate_40,204,1,0
2634294,gate_30,175,1,1
2634400,gate_40,70,0,1
2634899,gate_30,97,0,0
2634909,gate_30,45,1,0
2634935,gate_40,38,0,1
2635072,gate_30,355,1,0
2635144,gate_30,90,1,0
2635197,gate_40,73,1,0
2635513,gate_40,39,1,1
2635626,gate_40,34,0,1
2636221,gate_40,49,0,0
2636242,gate_40,96,1,0
2636377,gate_40,37,0,1
2637770,gate_30,212,0,1
2638915,gate_30,42,1,0
2639164,gate_40,174,1,1
2639674,gate_40,73,1,0
2639839,gate_30,187,1,0
2640440,gate_30,554,1,1
2640676,gate_40,180,1,1
2640747,gate_40,280,1,0
2642025,gate_30,231,1,1
2642088,gate_40,56,0,0
2642386,gate_40,321,1,1
2642460,gate_40,57,1,0
2642861,gate_40,38,0,0
2642870,gate_30,43,0,0
2643091,gate_40,74,1,0
2643168,gate_30,31,0,0
2643259,gate_30,32,1,0
2643352,gate_30,121,0,1
2643493,gate_40,146,1,1
2643830,gate_30,133,1,0
2644151,gate_40,34,1,0
2644204,gate_40,344,1,1
2644229,gate_30,44,0,1
2644429,gate_30,168,1,0
2644461,gate_30,67,1,0
2645351,gate_30,55,1,0
2645890,gate_40,105,1,0
2646444,gate_30,115,1,1
2646505,gate_40,66,1,1
2646528,gate_40,35,0,1
2646779,gate_40,459,1,1
2646893,gate_30,42,1,0
2647474,gate_30,35,0,0
2647846,gate_30,39,0,0
2647964,gate_30,491,1,1
2648601,gate_40,80,1,0
2649141,gate_40,105,1,0
2649150,gate_40,50,0,1
2650165,gate_40,735,1,1
2650876,gate_40,81,1,1
2651101,gate_30,184,0,1
2651252,gate_40,38,1,0
2651347,gate_40,71,0,0
2651445,gate_30,64,0,1
2651975,gate_40,131,1,0
2652594,gate_40,105,1,0
2652652,gate_40,30,1,0
2652655,gate_30,295,1,0
2652679,gate_30,99,1,0
2652687,gate_30,31,0,0
2652727,gate_30,599,1,1
2652950,gate_40,54,1,1
2654101,gate_40,38,0,0
2655490,gate_30,40,1,1
2655726,gate_30,65,1,1
2655740,gate_40,256,1,1
2655833,gate_30,52,1,0
2655855,gate_40,227,1,1
2655903,gate_30,94,0,0
2656011,gate_40,108,1,1
2656326,gate_40,34,0,0
2656411,gate_40,63,1,1
2657016,gate_30,499,1,1
2657361,gate_30,167,1,0
2657529,gate_30,38,1,0
2657903,gate_30,58,0,1
2658161,gate_30,118,1,1
2658369,gate_30,44,0,0
2658707,gate_30,96,1,1
2658941,gate_30,67,1,0
2659350,gate_30,52,1,1
2659386,gate_30,206,1,1
2659507,gate_30,102,0,1
2659840,gate_40,34,1,0
2660881,gate_40,66,0,1
2660958,gate_40,91,1,1
2660988,gate_30,191,1,0
2661021,gate_40,65,1,1
2661729,gate_30,110,1,0
2662047,gate_30,541,1,1
2662502,gate_30,32,1,0
2662945,gate_40,67,1,0
2663151,gate_30,168,0,1
2663184,gate_40,260,1,1
2663317,gate_40,62,1,1
2663390,gate_30,130,1,1
2663643,gate_30,242,1,0
2664337,gate_40,488,1,1
2664451,gate_40,79,1,0
2664744,gate_40,37,1,1
2665276,gate_40,126,1,1
2665404,gate_30,139,1,1
2666337,gate_30,57,1,0
2666389,gate_40,62,1,0
2666751,gate_30,162,0,1
2667079,gate_30,51,1,0
2667249,gate_40,201,1,1
2667450,gate_30,38,1,0
2668037,gate_40,34,1,1
2668051,gate_40,117,1,0
2668533,gate_40,95,1,1
2668862,gate_30,49,1,0
2668965,gate_40,72,1,0
2669034,gate_30,45,0,0
2669967,gate_40,78,1,1
2670513,gate_30,34,1,0
2670552,gate_40,71,1,0
2670992,gate_40,352,1,1
2671324,gate_40,150,1,1
2671435,gate_40,38,1,0
2671723,gate_40,153,1,1
2671729,gate_40,220,0,1
2671882,gate_40,63,0,1
2672225,gate_30,84,1,1
2672651,gate_30,53,1,0
2672930,gate_40,98,0,1
2673367,gate_30,194,1,1
2673381,gate_40,66,1,0
2673908,gate_40,65,1,0
2673994,gate_30,65,0,0
2674187,gate_30,47,1,0
2674211,gate_40,57,1,0
2674314,gate_30,32,0,0
2674514,gate_40,32,0,0
2674620,gate_40,92,0,1
2675023,gate_30,63,0,0
2675480,gate_30,203,1,0
2675627,gate_40,37,1,0
2675872,gate_40,34,1,0
2676717,gate_40,464,1,1
2676744,gate_40,36,1,0
2677015,gate_40,169,1,1
2678285,gate_40,88,1,0
2679178,gate_30,69,0,0
2680805,gate_30,35,0,0
2680891,gate_40,47,0,1
2681149,gate_40,34,0,0
2681288,gate_40,53,0,0
2681563,gate_40,63,0,0
2681727,gate_30,96,1,0
2681787,gate_40,151,1,0
2682036,gate_40,45,1,1
2682472,gate_40,194,1,0
2683674,gate_30,122,1,1
2684008,gate_40,269,1,1
2684012,gate_40,124,0,0
2684014,gate_40,106,0,1
2684609,gate_40,46,0,1
2684797,gate_40,44,1,0
2684865,gate_40,145,1,1
2685460,gate_30,107,1,1
2686343,gate_30,95,1,0
2686474,gate_40,40,1,0
2686622,gate_40,40,0,0
2686723,gate_40,33,1,0
2686817,gate_40,377,1,0
2687172,gate_40,311,1,1
2688031,gate_30,180,1,0
2688470,gate_30,119,1,1
2688593,gate_30,51,0,0
2688713,gate_30,46,1,0
2689240,gate_30,50,1,0
2689360,gate_30,306,1,1
2689725,gate_30,56,1,0
2689760,gate_40,174,1,1
2689958,gate_30,77,1,1
2690205,gate_30,277,1,1
2690416,gate_30,97,1,1
2690543,gate_40,127,1,1
2690635,gate_30,66,1,0
2691808,gate_30,140,1,0
2691851,gate_40,315,1,1
2691864,gate_40,86,1,0
2692150,gate_40,38,1,0
2692221,gate_40,134,1,1
2692274,gate_30,31,0,0
2692963,gate_30,161,1,0
2693321,gate_30,234,1,1
2694866,gate_30,68,0,0
2694990,gate_30,181,1,1
2695171,gate_30,69,0,0
2695191,gate_30,95,1,1
2695253,gate_30,64,1,1
2695395,gate_40,173,1,1
2695679,gate_30,196,1,0
2695986,gate_40,101,1,0
2696215,gate_40,89,1,0
2696323,gate_40,748,1,1
2696580,gate_30,60,1,0
2697012,gate_40,70,0,1
2697305,gate_30,112,1,0
2697384,gate_30,172,1,0
2697404,gate_40,190,1,0
2697915,gate_40,38,1,0
2698048,gate_40,36,1,0
2698210,gate_30,64,1,0
2698572,gate_30,35,1,0
2698606,gate_40,40,1,0
2698653,gate_30,43,1,0
2698858,gate_40,31,1,0
2698868,gate_30,33,0,0
2699059,gate_30,39,1,0
2699211,gate_40,35,0,0
2699670,gate_30,30,0,0
2700122,gate_40,50,0,0
2700150,gate_30,39,1,0
2700198,gate_30,91,1,1
2700352,gate_40,330,1,1
2700920,gate_40,48,0,0
2701286,gate_30,51,1,0
2701618,gate_30,404,1,1
2701664,gate_30,153,0,0
2702480,gate_30,32,0,0
2702508,gate_40,112,1,1
2702807,gate_40,70,1,0
2703048,gate_30,35,1,0
2703083,gate_30,87,1,0
2703192,gate_30,192,1,1
2703462,gate_30,220,1,1
2703607,gate_30,292,1,1
2703612,gate_40,36,1,0
2703664,gate_40,50,1,0
2704012,gate_30,30,0,0
2704319,gate_30,62,1,1
2704476,gate_40,62,1,0
2704533,gate_40,94,1,0
2704669,gate_30,274,1,1
2704868,gate_40,167,1,1
2705177,gate_40,44,0,0
2705285,gate_30,151,1,0
2705476,gate_40,72,1,1
2705784,gate_30,215,1,1
2705941,gate_40,31,0,0
2706049,gate_30,35,1,0
2706377,gate_40,30,1,0
2707010,gate_40,35,1,0
2707131,gate_40,95,1,1
2707705,gate_30,367,1,1
